연번,구인등록일,모집기간,사업장명,모집직종,구인인원,고용형태,임금형태,임금,근무지,입사형태,요구경력,요구학력,전공계열,요구자격증,사업장 주소,기업형태,담당기관,연락처
640,2019-07-26,2019-07-26 ~ 2019-09-24,(주)컴퓨존,기타 전자 부품·제품 조립·검사원,7,상용직,연봉,"26,000,000",,신입,무관,무관,,    ,서울특별시 용산구 원효로58길 1,중소,서울서부고용,1588-1519
641,2019-07-26,2019-07-26 ~ 2019-07-31,성북장애인자립생활센터,그 외 사회복지 종사원,1,계약직,월급,"1,936,800",,무관,무관,무관,,    ,서울특별시 성북구 보문로 134향수빌딩 2층 (보문동1가),중소,서울북부,1588-1519
642,2019-07-26,2019-07-26 ~ 2019-07-31,녹색개발(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,계약직,월급,"1,500,000",,경력,3년0개월,무관,,    ,서울특별시 금천구 가산디지털1로 1902호 (가산동),중소,서울관악고용,1588-1519
643,2019-07-26,2019-07-26 ~ 2019-08-16,(주)커리어넷,직업상담사,1,계약직,연봉,"21,000,000",,신입,무관,초대졸,,직업상담사2급    ,"서울특별시 구로구 디지털로32가길 16파트너스타워 2차 4층, 13층",중소,서울관악고용,1588-1519
644,2019-07-26,2019-07-26 ~ 2019-09-20,주식회사 컴트리,컴퓨터 하드웨어 기술자 및 연구원,2,상용직,연봉,"30,000,000",,경력,5년0개월,초대졸,전산학·컴퓨터공학,정보통신기사  정보통신기술사  ,"서울특별시 금천구 가산디지털1로 30에이스하이앤드타워10차 17층, 1712호 (가산동)",중소,서울관악고용,1588-1519
645,2019-07-26,2019-07-26 ~ 2019-08-31,삼우안전관리(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,306,200",,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 98롯데IT캐슬2동207호 (가산동),중소,서울관악고용,1588-1519
646,2019-07-26,2019-07-26 ~ 2019-08-31,삼우안전관리(주),"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,상용직,월급,"1,080,000",,무관,무관,무관,,    ,서울특별시 금천구 가산디지털2로 98롯데IT캐슬2동207호 (가산동),중소,서울관악고용,1588-1519
647,2019-07-26,2019-07-26 ~ 2019-08-31,제일종합관리(주),빌딩 관리소장,1,계약직,월급,"2,500,000",,경력,2년0개월,고졸,,    ,서울특별시 금천구 시흥대로 84윤빌딩 301호 (시흥동),중소,서울관악고용,1588-1519
648,2019-07-26,2019-07-26 ~ 2019-08-12,와치종합사회복지관,사회복지사,3,계약직,월급,"1,800,000",,무관,무관,초대졸,가족·사회·복지학,    ,부산광역시 영도구 함지로79번길 76와치종합사회복지관 부설 장애인주간보호센터 (동삼동),중소,부산고용,1588-1519
649,2019-07-26,2019-07-26 ~ 2019-07-31,반여3동어린이집,유치원 교사,1,상용직,월급,"2,000,000",,경력,1년0개월,초대졸,,보육교사    ,부산광역시 해운대구 재반로256번길 13-61반여3동어린이집 (반여동),중소,부산동부고용,1588-1519
650,2019-07-26,2019-07-26 ~ 2019-09-25,(주)연세로하스,전문 간호사,5,상용직,월급,"1,800,000",,신입,무관,무관,,    ,부산광역시 금정구 중앙대로 2014 (남산동),중소,부산동부고용,1588-1519
651,2019-07-26,2019-07-26 ~ 2019-09-25,한성산업,프레스기 및 절단기 조작원,2,상용직,시급,"8,350",,무관,무관,고졸,,    ,부산광역시 강서구 녹산산업대로 117-121499-1 (송정동),중소,부산북부고용센터,1588-1519
652,2019-07-26,2019-07-26 ~ 2019-08-10,리노공업(주),캐드캠 기능원,1,상용직,시급,"10,000",,경력,3년0개월,초대졸,,    ,부산광역시 강서구 미음산단로105번길 10 (구랑동),중소,부산북부고용센터,1588-1519
653,2019-07-26,2019-07-26 ~ 2019-08-09,울산광역시제2장애인체육관,사회복지사,1,상용직,월급,"1,832,100",,무관,무관,무관,,사회복지사    ,울산광역시 중구 종가로 350 (교동),중소,울산고용센터,1588-1519
654,2019-07-26,2019-07-26 ~ 2019-09-25,(주)하나종합관리,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",10,계약직,월급,"1,410,000",,무관,무관,무관,,    ,"경상남도 김해시 삼문로 19802호,(대청동 대암월드피아) (대청동)",중소,김해고용,1588-1519
655,2019-07-26,2019-07-26 ~ 2019-08-31,케이피항공산업(주),항공 운송 사무원,1,상용직,연봉,"34,000,000",,경력,2년0개월,초대졸,기계공학,    ,경상남도 김해시 진례면 테크노밸리로 12,중소,김해고용,1588-1519
656,2019-07-26,2019-07-26 ~ 2019-09-24,진주고려병원,관광 및 통근·통학·학원 및 기타 버스 운전원,1,상용직,월급,"1,800,000",,경력,1년0개월,무관,,버스운전자  자동차운전면허1종대형  ,경상남도 진주시 동진로 2진주고려병원 (칠암동),중소,진주고용,1588-1519
657,2019-07-26,2019-07-26 ~ 2019-09-25,진주고려병원,일반 간호사,1,상용직,월급,"1,850,000",,무관,무관,무관,,간호사    ,경상남도 진주시 동진로 2진주고려병원 (칠암동),중소,진주고용,1588-1519
658,2019-07-26,2019-07-26 ~ 2019-09-23,해솔산업 주식회사,지게차 운전원,1,상용직,시급,"8,350",,무관,무관,고졸,,지게차운전기능사    ,경상북도 영천시 영천산단로 450,중소,경산센터,1588-1519
659,2019-07-26,2019-07-26 ~ 2019-09-25,(주)국제시스템,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",5,계약직,월급,"1,530,000",,무관,무관,무관,,    ,대구광역시 북구 옥산로 49상미빌딩 4층 (노원동1가),중소,대구강북센터,1588-1519
660,2019-07-26,2019-07-26 ~ 2019-09-25,패션스토리,웹 디자이너,1,계약직,월급,"1,500,000",,경력,1년0개월,무관,,    ,대구광역시 북구 구암로65길 2-13층 301호 패션스토리 (구암동),중소,대구강북센터,1588-1519
661,2019-07-26,2019-07-26 ~ 2019-08-02,케이에이비파트너스 주식회사,콜센터 상담원(콜센터·고객센터·CS센터),7,상용직,연봉,"24,000,000",,무관,무관,무관,,CSLeaders(관리사)  텔레마케팅관리사  ,대구광역시 동구 이노밸리로 3093층,중소,대구동부,1588-1519
662,2019-07-26,2019-07-26 ~ 2019-09-24,(주)에이치티에스,경비원(건물 관리원),1,계약직,월급,"2,000,000",,무관,무관,무관,,    ,대구광역시 동구 동부로 2132층 (효목동),중소,대구동부,1588-1519
663,2019-07-26,2019-07-26 ~ 2019-08-08,포항시장애인종합복지관,언어·청능 치료사,1,계약직,월급,"1,832,100",,무관,무관,대졸,재활학,  자동차운전면허2종보통  ,경상북도 포항시 남구 형산강북로 389포항시장애인종합복지관,중소,포항고용,1588-1519
664,2019-07-26,2019-07-26 ~ 2019-07-31,한국폴리텍대학구미캠퍼스,단체 급식 보조원,1,계약직,시급,"8,350",,무관,무관,무관,,    ,경상북도 구미시 수출대로3길 84 (공단동),중소,구미고용,1588-1519
665,2019-07-26,2019-07-26 ~ 2019-08-09,중원세무회계경영자문,회계 사무원(회계·세무 사무소),1,상용직,월급,"2,500,000",,무관,무관,고졸,,    ,"인천광역시 남동구 미래로 42204호, 코아루파크드림 (구월동)",중소,인천고용복지+센터,1588-1519
666,2019-07-26,2019-07-26 ~ 2019-08-04,한국폴리텍2대학,단체 급식 보조원,4,계약직,시급,"8,350",,무관,무관,무관,,    ,인천광역시 부평구 무네미로448번길 56한국폴리텍대학 인천캠퍼스 (구산동),중소,인천북부고용,1588-1519
667,2019-07-26,2019-07-26 ~ 2019-08-09,(주)솔라플러스컴퍼니,총무 및 일반 사무원,1,계약직,월급,"1,800,000",,무관,무관,무관,,    ,경기도 수원시 영통구 광교중앙로 170광교효성해링턴타워 2115호 (하동),중소,수원고용,1588-1519
668,2019-07-26,2019-07-26 ~ 2019-09-23,(주)명성에프엠씨,사업체 구내식당 급식 조리사,1,상용직,월급,"2,800,000",,경력,3년0개월,무관,,    ,경기도 수원시 권선구 산업로156번길 142-10수원벤쳐벨리 A동 824호 (고색동),중소,수원고용,1588-1519
669,2019-07-26,2019-07-26 ~ 2019-08-15,소년과나무,가구 제조원,2,계약직,월급,"1,900,000",,신입,무관,고졸,,가구제작기능사    ,경기도 김포시 통진읍 서암고정로 621층,중소,김포고용센터,1588-1519
670,2019-07-26,2019-07-26 ~ 2019-08-15,선진상운(주),"노선버스 운전원(시내, 마을, 시외, 고속)",10,상용직,월급,"2,800,000",,무관,무관,무관,,자동차운전면허1종대형  버스운전자  ,경기도 김포시 월곶면 김포대로 26002층 선진상운(주),중소,김포고용센터,1588-1519
671,2019-07-26,2019-07-26 ~ 2019-09-25,주식회사 빛누리,전자공학 기술자 및 연구원,1,상용직,월급,"2,000,000",,경력,2년0개월,무관,,    ,경기도 김포시 통진읍 고척로 203,중소,김포고용센터,1588-1519
672,2019-07-26,2019-07-26 ~ 2019-09-24,(주)미카엘아,기타 조리사,3,상용직,월급,"2,000,000",,경력,1년0개월,무관,,    ,경기도 김포시 김포한강11로140번길 90아녜스 타워2 101호102호 (운양동),중소,김포고용센터,1588-1519
673,2019-07-26,2019-07-26 ~ 2019-09-24,(주)리빙우드,가구 제조원,10,상용직,월급,"1,745,150",,무관,무관,무관,,    ,경기도 부천시 부천로198번길 18춘의테크노파크 201동 1507호 (춘의동),중소,부천고용,1588-1519
674,2019-07-26,2019-07-26 ~ 2019-08-10,성지주택관리주식회사,"건물 경비원(청사,학교,병원,상가,빌딩,공장 등)",1,계약직,월급,"1,470,000",,무관,무관,무관,,    ,경기도 군포시 번영로 497 (산본동),중소,안양고용,1588-1519
675,2019-07-26,2019-07-26 ~ 2019-07-31,국립한경대학교,장학관·연구관·입학사정관,9,계약직,연봉,"23,400,000",,무관,무관,대졸,교육학,    ,경기도 안성시 중앙로 327327 (석정동),중소,안성센터,1588-1519
676,2019-07-26,2019-07-26 ~ 2019-07-31,국립한경대학교,심리상담 전문가,2,계약직,연봉,"30,000,000",,무관,무관,대졸,심리학,    ,경기도 안성시 중앙로 327327 (석정동),중소,안성센터,1588-1519
677,2019-07-26,2019-07-26 ~ 2019-07-31,국립한경대학교,진로·교양·기타 교사,1,계약직,연봉,"35,000,000",,경력,0년12개월,대졸,교육학,직업상담사2급  청소년상담사  ,경기도 안성시 중앙로 327327 (석정동),중소,안성센터,1588-1519
678,2019-07-26,2019-07-26 ~ 2019-08-14,(주)옥산개발,아파트·빌라 경비원,1,계약직,월급,"1,873,125",,무관,무관,무관,,    ,경기도 고양시 일산동구 장진천길134번길 34-132층 (설문동),중소,고양고용,1588-1519
679,2019-07-26,2019-07-26 ~ 2019-08-31,한솔개발(주)한솔오크밸리,양식 조리사,1,상용직,연봉,"24,000,000",,무관,무관,고졸,식품영양학,양식조리기능사  중식조리기능사  ,강원도 원주시 지정면 오크밸리1길 6666,중소,원주고용,1588-1519
680,2019-07-26,2019-07-26 ~ 2019-09-25,광주한국병원,환경 미화원,1,상용직,연봉,"22,700,000",,신입,무관,무관,,    ,"광주광역시 서구 월드컵4강로 223, (쌍촌동)",중소,광주고용청,1588-1519
681,2019-07-26,2019-07-26 ~ 2019-08-25,천사요양병원,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,계약직,시급,"8,350",,무관,무관,무관,,    ,광주광역시 북구 북문대로 18(운암동) 문화예술회관 옆 (운암동),중소,광주고용청,1588-1519
682,2019-07-26,2019-07-26 ~ 2019-09-25,천사요양병원,간호사,1,상용직,월급,"2,000,000",,경력,5년개월,초대졸,,간호사    ,광주광역시 북구 북문대로 18(운암동) 문화예술회관 옆 (운암동),중소,광주고용청,1588-1519
683,2019-07-26,2019-07-26 ~ 2019-09-25,천사요양병원,방사선사,1,상용직,시급,"8,350",,무관,무관,초대졸,,방사선사    ,광주광역시 북구 북문대로 18(운암동) 문화예술회관 옆 (운암동),중소,광주고용청,1588-1519
684,2019-07-26,2019-07-26 ~ 2019-09-25,천사요양병원,간호조무사,1,상용직,시급,"8,350",,무관,무관,무관,,간호조무사    ,광주광역시 북구 북문대로 18(운암동) 문화예술회관 옆 (운암동),중소,광주고용청,1588-1519
685,2019-07-26,2019-07-26 ~ 2019-09-24,(사)희망찬코리아,사회복지사(사회복지시설),1,상용직,월급,"1,800,000",,경력,1년0개월,고졸,가족·사회·복지학,사회복지사    ,"전라북도 전주시 완산구 삼천천변1길 17지하 101호, 희망찬재활스포츠타운(수영장)",중소,전주고용,1588-1519
686,2019-07-26,2019-07-26 ~ 2019-07-31,한국법무보호복지공단,공공행정 사무원,1,계약직,연봉,"21,000,000",,무관,무관,무관,,    ,전라남도 여수시 만성로 210-301405번지 (만흥동),중소,여수센터,1588-1519
687,2019-07-26,2019-07-26 ~ 2019-08-25,(주)한밭기업,컴퓨터 설치·수리원(컴퓨터A/S원),4,계약직,월급,"1,750,000",,무관,무관,무관,,    ,대전광역시 유성구 테크노1로 12-22디티비안 A-747 (관평동),중소,대전고용,1588-1519
688,2019-07-26,2019-07-26 ~ 2019-09-20,(주)우림엔지니어링,기계공학 기술자 및 연구원,2,상용직,연봉,"26,000,000",,경력,3년0개월,무관,기계공학,건설기계기사  기계설계산업기사  ,충청북도 청주시 흥덕구 옥산면 옥산산단3로 120,중소,청주고용,1588-1519
689,2019-07-26,2019-07-26 ~ 2019-09-20,(주)우림엔지니어링,자재·구매 사무원(기계·자동차·금속),1,상용직,연봉,"26,000,000",,경력,3년0개월,무관,자동차공학,지게차운전기능사  자동차운전면허1종대형  ,충청북도 청주시 흥덕구 옥산면 옥산산단3로 120,중소,청주고용,1588-1519
690,2019-07-26,2019-07-26 ~ 2019-08-09,태아산업(주),매장 계산원,3,상용직,연봉,"27,500,000",,무관,무관,무관,,    ,충청북도 음성군 삼성면 중부고속도로 51음성(통영)휴게소,중소,음성고용센터,1588-1519
691,2019-07-26,2019-07-26 ~ 2019-08-09,(주)기장사람들,식품 분야 단순 종사원,2,계약직,시급,"8,350",,무관,무관,무관,,    ,부산광역시 기장군 일광면 일광로 747-2(일광면 문동리 178-1),중소,(새일)기장새일센터,1588-1519
692,2019-07-26,2019-07-26 ~ 2019-09-25,세무법인 다솔더블유엠센터,회계 사무원(회계·세무 사무소),1,상용직,연봉,"28,000,000",,경력,4년0개월,무관,,    ,서울특별시 서초구 반포대로5길 114층 (서초동),중소,금천구청,1588-1519
693,2019-07-26,2019-07-26 ~ 2019-09-25,재진가로등주식회사,제품·광고 영업원,3,상용직,연봉,"30,000,000",,무관,무관,무관,,    ,경상북도 고령군 다산면 다산산단2길 10-62재진가로등,중소,세종시청,1588-1519
694,2019-07-26,2019-07-26 ~ 2019-09-25,(주)두원에이앤씨,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",1,계약직,월급,"1,356,780",,무관,무관,무관,,    ,서울특별시 마포구 잔다리로7길 19두원빌딩 301호 (서교동),중소,화성시일자리,1588-1519
695,2019-07-26,2019-07-26 ~ 2019-08-09,삼우안전관리(주),경비원(건물 관리원),1,계약직,월급,"2,030,000",,경력,무관,무관,,    ,서울특별시 금천구 가산디지털2로 98롯데IT캐슬2동207호 (가산동),중소,성남시청,1588-1519
696,2019-07-26,2019-07-26 ~ 2019-08-09,(주)듀델코리아,환경 미화원,1,계약직,월급,"1,415,030",,무관,무관,무관,,    ,경기도 광명시 소하로76번길 21207호  (소하람 1차) (소하동),중소,성남시청,1588-1519
697,2019-07-26,2019-07-26 ~ 2019-09-25,(주)경진관리,청소원,1,계약직,월급,"1,415,330",,무관,무관,무관,,    ,서울특별시 영등포구 양산로 90-4경진빌딩 (당산동2가),중소,수원시청일자리센터,1588-1519
698,2019-07-26,2019-07-26 ~ 2019-09-25,예주산업(주),아파트·빌라 경비원,2,계약직,월급,"2,100,000",,무관,무관,무관,,    ,서울특별시 마포구 월드컵북로12길 19대성빌딩 5층 501호 .,중소,안양시청,1588-1519
