DATE,SI_NM,GU_NM,EMD_NM,TAXI_CNT
2019-07-20,서울특별시,강서구,가양제1동,14
2019-07-20,서울특별시,영등포구,여의동,13
2019-07-20,서울특별시,중랑구,신내1동,13
2019-07-20,서울특별시,강동구,길동,12
2019-07-20,서울특별시,은평구,역촌동,12
2019-07-20,서울특별시,은평구,진관동,12
2019-07-20,서울특별시,중구,회현동,12
2019-07-20,서울특별시,강서구,가양제2동,11
2019-07-20,서울특별시,구로구,오류제2동,11
2019-07-20,서울특별시,노원구,공릉1.3동,11
2019-07-20,서울특별시,강북구,송중동,10
2019-07-20,서울특별시,강북구,인수동,10
2019-07-20,서울특별시,강서구,발산제1동,10
2019-07-20,서울특별시,노원구,월계3동,10
2019-07-20,서울특별시,도봉구,창제1동,10
2019-07-20,서울특별시,마포구,상암동,10
2019-07-20,서울특별시,성북구,길음제1동,10
2019-07-20,서울특별시,송파구,풍납2동,10
2019-07-20,서울특별시,양천구,신정6동,10
2019-07-20,서울특별시,구로구,구로제2동,9
2019-07-20,서울특별시,노원구,공릉2동,9
2019-07-20,서울특별시,노원구,월계2동,9
2019-07-20,서울특별시,도봉구,도봉제2동,9
2019-07-20,서울특별시,도봉구,쌍문제3동,9
2019-07-20,서울특별시,동작구,신대방제1동,9
2019-07-20,서울특별시,양천구,신정7동,9
2019-07-20,서울특별시,용산구,남영동,9
2019-07-20,서울특별시,강남구,도곡1동,8
2019-07-20,서울특별시,강남구,역삼1동,8
2019-07-20,서울특별시,강동구,천호제3동,8
2019-07-20,서울특별시,강북구,번제2동,8
2019-07-20,서울특별시,강서구,방화제2동,8
2019-07-20,서울특별시,광진구,구의제3동,8
2019-07-20,서울특별시,도봉구,방학제3동,8
2019-07-20,서울특별시,도봉구,창제4동,8
2019-07-20,서울특별시,동작구,신대방제2동,8
2019-07-20,서울특별시,서대문구,충현동,8
2019-07-20,서울특별시,서초구,서초1동,8
2019-07-20,서울특별시,성동구,사근동,8
2019-07-20,서울특별시,성북구,길음제2동,8
2019-07-20,서울특별시,성북구,석관동,8
2019-07-20,서울특별시,성북구,종암동,8
2019-07-20,서울특별시,양천구,목1동,8
2019-07-20,서울특별시,영등포구,영등포동,8
2019-07-20,서울특별시,종로구,교남동,8
2019-07-20,서울특별시,중구,광희동,8
2019-07-20,서울특별시,강남구,압구정동,7
2019-07-20,서울특별시,강동구,강일동,7
2019-07-20,서울특별시,강북구,번제3동,7
2019-07-20,서울특별시,강서구,방화제3동,7
2019-07-20,서울특별시,관악구,은천동,7
2019-07-20,서울특별시,노원구,월계1동,7
2019-07-20,서울특별시,동대문구,휘경제2동,7
2019-07-20,서울특별시,서대문구,연희동,7
2019-07-20,서울특별시,성동구,마장동,7
2019-07-20,서울특별시,송파구,문정2동,7
2019-07-20,서울특별시,양천구,신정4동,7
2019-07-20,서울특별시,영등포구,영등포본동,7
2019-07-20,서울특별시,은평구,구산동,7
2019-07-20,서울특별시,은평구,신사제1동,7
2019-07-20,서울특별시,은평구,응암제2동,7
2019-07-20,서울특별시,중랑구,면목제3.8동,7
2019-07-20,서울특별시,중랑구,상봉제1동,7
2019-07-20,서울특별시,강남구,일원2동,6
2019-07-20,서울특별시,강남구,삼성1동,6
2019-07-20,서울특별시,강동구,명일제1동,6
2019-07-20,서울특별시,강동구,천호제2동,6
2019-07-20,서울특별시,강북구,삼각산동,6
2019-07-20,서울특별시,강서구,가양제3동,6
2019-07-20,서울특별시,구로구,고척제1동,6
2019-07-20,서울특별시,노원구,중계4동,6
2019-07-20,서울특별시,도봉구,쌍문제2동,6
2019-07-20,서울특별시,동작구,상도제1동,6
2019-07-20,서울특별시,마포구,서교동,6
2019-07-20,서울특별시,마포구,성산제1동,6
2019-07-20,서울특별시,서대문구,북아현동,6
2019-07-20,서울특별시,서초구,양재1동,6
2019-07-20,서울특별시,성북구,삼선동,6
2019-07-20,서울특별시,성북구,월곡제2동,6
2019-07-20,서울특별시,송파구,가락본동,6
2019-07-20,서울특별시,송파구,잠실3동,6
2019-07-20,서울특별시,양천구,목5동,6
2019-07-20,서울특별시,은평구,응암제1동,6
2019-07-20,서울특별시,종로구,평창동,6
2019-07-20,서울특별시,중구,황학동,6
2019-07-20,서울특별시,중랑구,망우본동,6
2019-07-21,서울특별시,마포구,성산제2동,24
2019-07-21,서울특별시,영등포구,여의동,23
2019-07-21,서울특별시,중구,명동,23
2019-07-21,서울특별시,은평구,역촌동,21
2019-07-21,서울특별시,노원구,하계1동,19
2019-07-21,서울특별시,강서구,등촌제3동,18
2019-07-21,서울특별시,서초구,양재1동,18
2019-07-21,서울특별시,강북구,번제3동,16
2019-07-21,서울특별시,송파구,장지동,16
2019-07-21,서울특별시,용산구,서빙고동,16
2019-07-21,서울특별시,서대문구,신촌동,15
2019-07-21,서울특별시,강남구,일원본동,14
2019-07-21,서울특별시,강서구,방화제3동,14
2019-07-21,서울특별시,종로구,사직동,14
2019-07-21,서울특별시,강북구,인수동,13
2019-07-21,서울특별시,노원구,월계1동,13
2019-07-21,서울특별시,노원구,중계2.3동,13
2019-07-21,서울특별시,은평구,진관동,13
2019-07-21,서울특별시,강서구,방화제2동,12
2019-07-21,서울특별시,노원구,월계3동,12
2019-07-21,서울특별시,동대문구,휘경제2동,12
2019-07-21,서울특별시,강동구,천호제2동,11
2019-07-21,서울특별시,구로구,오류제2동,11
2019-07-21,서울특별시,노원구,상계2동,11
2019-07-21,서울특별시,노원구,월계2동,11
2019-07-21,서울특별시,강남구,수서동,10
2019-07-21,서울특별시,강남구,세곡동,10
2019-07-21,서울특별시,강남구,역삼1동,10
2019-07-21,서울특별시,노원구,공릉1.3동,10
2019-07-21,서울특별시,노원구,상계6.7동,10
2019-07-21,서울특별시,마포구,망원제2동,10
2019-07-21,서울특별시,서대문구,연희동,10
2019-07-21,서울특별시,서초구,서초3동,10
2019-07-21,서울특별시,송파구,가락본동,10
2019-07-21,서울특별시,강동구,명일제1동,9
2019-07-21,서울특별시,강서구,가양제2동,9
2019-07-21,서울특별시,강서구,화곡제6동,9
2019-07-21,서울특별시,구로구,수궁동,9
2019-07-21,서울특별시,도봉구,방학제1동,9
2019-07-21,서울특별시,관악구,성현동,8
2019-07-21,서울특별시,구로구,구로제5동,8
2019-07-21,서울특별시,노원구,상계1동,8
2019-07-21,서울특별시,노원구,중계4동,8
2019-07-21,서울특별시,도봉구,도봉제1동,8
2019-07-21,서울특별시,마포구,상암동,8
2019-07-21,서울특별시,성동구,왕십리도선동,8
2019-07-21,서울특별시,송파구,오금동,8
2019-07-21,서울특별시,송파구,오륜동,8
2019-07-21,서울특별시,양천구,목1동,8
2019-07-21,서울특별시,은평구,응암제3동,8
2019-07-21,서울특별시,종로구,청운효자동,8
2019-07-21,서울특별시,강동구,길동,7
2019-07-21,서울특별시,강동구,둔촌제2동,7
2019-07-21,서울특별시,강서구,방화제1동,7
2019-07-21,서울특별시,노원구,공릉2동,7
2019-07-21,서울특별시,노원구,중계1동,7
2019-07-21,서울특별시,도봉구,방학제3동,7
2019-07-21,서울특별시,동대문구,신설동,7
2019-07-21,서울특별시,양천구,신정3동,7
2019-07-21,서울특별시,양천구,신정7동,7
2019-07-21,서울특별시,영등포구,대림제3동,7
2019-07-21,서울특별시,용산구,한강로동,7
2019-07-21,서울특별시,종로구,종로1.2.3.4가동,7
2019-07-21,서울특별시,중랑구,신내1동,7
2019-07-21,서울특별시,강남구,도곡1동,6
2019-07-21,서울특별시,강서구,공항동,6
2019-07-21,서울특별시,강서구,발산제1동,6
2019-07-21,서울특별시,강서구,화곡제1동,6
2019-07-21,서울특별시,동대문구,전농제2동,6
2019-07-21,서울특별시,동작구,신대방제2동,6
2019-07-21,서울특별시,마포구,서교동,6
2019-07-21,서울특별시,마포구,성산제1동,6
2019-07-21,서울특별시,영등포구,영등포동,6
2019-07-21,서울특별시,은평구,구산동,6
2019-07-21,서울특별시,은평구,불광제2동,6
2019-07-21,서울특별시,중구,광희동,6
2019-07-21,서울특별시,중랑구,묵제1동,6
2019-07-21,서울특별시,강남구,신사동,5
2019-07-21,서울특별시,강남구,삼성1동,5
2019-07-21,서울특별시,강동구,천호제1동,5
2019-07-21,서울특별시,강북구,번제1동,5
2019-07-21,서울특별시,강북구,번제2동,5
2019-07-21,서울특별시,강북구,송중동,5
2019-07-21,서울특별시,강북구,송천동,5
2019-07-21,서울특별시,강북구,수유제1동,5
2019-07-21,서울특별시,강서구,가양제1동,5
2019-07-21,서울특별시,강서구,염창동,5
2019-07-21,서울특별시,관악구,은천동,5
2019-07-21,서울특별시,광진구,구의제2동,5
2019-07-21,서울특별시,구로구,개봉제1동,5
2019-07-21,서울특별시,구로구,구로제3동,5
2019-07-21,서울특별시,금천구,독산제3동,5
2019-07-21,서울특별시,노원구,하계2동,5
2019-07-21,서울특별시,도봉구,창제1동,5
2019-07-21,서울특별시,동대문구,용두동,5
2019-07-21,서울특별시,동작구,흑석동,5
2019-07-21,서울특별시,서초구,서초1동,5
2019-07-21,서울특별시,서초구,잠원동,5
2019-07-21,서울특별시,성동구,마장동,5
2019-07-22,서울특별시,노원구,상계6.7동,103
2019-07-22,서울특별시,서대문구,신촌동,76
2019-07-22,서울특별시,은평구,역촌동,74
2019-07-22,서울특별시,노원구,하계1동,71
2019-07-22,서울특별시,마포구,성산제2동,60
2019-07-22,서울특별시,강북구,인수동,55
2019-07-22,서울특별시,광진구,구의제2동,46
2019-07-22,서울특별시,강서구,방화제1동,45
2019-07-22,서울특별시,도봉구,도봉제2동,43
2019-07-22,서울특별시,서대문구,연희동,42
2019-07-22,서울특별시,종로구,이화동,42
2019-07-22,서울특별시,영등포구,영등포동,40
2019-07-22,서울특별시,은평구,구산동,37
2019-07-22,서울특별시,양천구,신정3동,36
2019-07-22,서울특별시,강서구,등촌제3동,35
2019-07-22,서울특별시,노원구,중계2.3동,33
2019-07-22,서울특별시,송파구,풍납2동,33
2019-07-22,서울특별시,중랑구,신내1동,33
2019-07-22,서울특별시,동대문구,휘경제2동,31
2019-07-22,서울특별시,은평구,진관동,29
2019-07-22,서울특별시,강동구,둔촌제2동,28
2019-07-22,서울특별시,관악구,보라매동,28
2019-07-22,서울특별시,구로구,구로제5동,27
2019-07-22,서울특별시,노원구,월계2동,27
2019-07-22,서울특별시,마포구,상암동,27
2019-07-22,서울특별시,영등포구,여의동,27
2019-07-22,서울특별시,양천구,신정6동,26
2019-07-22,서울특별시,강남구,수서동,25
2019-07-22,서울특별시,강동구,길동,25
2019-07-22,서울특별시,강동구,상일동,25
2019-07-22,서울특별시,강동구,천호제2동,25
2019-07-22,서울특별시,강북구,번제3동,24
2019-07-22,서울특별시,강서구,가양제2동,24
2019-07-22,서울특별시,동작구,신대방제2동,24
2019-07-22,서울특별시,강동구,고덕제1동,23
2019-07-22,서울특별시,노원구,상계2동,23
2019-07-22,서울특별시,서초구,서초1동,23
2019-07-22,서울특별시,종로구,종로1.2.3.4가동,23
2019-07-22,서울특별시,강남구,세곡동,21
2019-07-22,서울특별시,노원구,상계1동,21
2019-07-22,서울특별시,서초구,양재1동,21
2019-07-22,서울특별시,성북구,길음제1동,21
2019-07-22,서울특별시,강남구,일원본동,20
2019-07-22,서울특별시,강서구,방화제2동,20
2019-07-22,서울특별시,마포구,대흥동,20
2019-07-22,서울특별시,서초구,반포4동,20
2019-07-22,서울특별시,강서구,가양제1동,19
2019-07-22,서울특별시,강동구,명일제1동,18
2019-07-22,서울특별시,노원구,월계3동,18
2019-07-22,서울특별시,도봉구,쌍문제3동,18
2019-07-22,서울특별시,마포구,망원제1동,18
2019-07-22,서울특별시,마포구,성산제1동,18
2019-07-22,서울특별시,성동구,왕십리도선동,18
2019-07-22,서울특별시,송파구,가락본동,18
2019-07-22,서울특별시,송파구,오금동,18
2019-07-22,서울특별시,은평구,응암제2동,18
2019-07-22,서울특별시,중랑구,망우본동,18
2019-07-22,서울특별시,강동구,강일동,17
2019-07-22,서울특별시,구로구,구로제3동,17
2019-07-22,서울특별시,서대문구,북아현동,17
2019-07-22,서울특별시,송파구,장지동,17
2019-07-22,서울특별시,강서구,발산제1동,16
2019-07-22,서울특별시,서대문구,홍은제2동,16
2019-07-22,서울특별시,성북구,종암동,16
2019-07-22,서울특별시,강남구,도곡1동,15
2019-07-22,서울특별시,강서구,방화제3동,15
2019-07-22,서울특별시,도봉구,창제1동,15
2019-07-22,서울특별시,은평구,불광제2동,15
2019-07-22,서울특별시,강북구,번제2동,14
2019-07-22,서울특별시,구로구,고척제1동,14
2019-07-22,서울특별시,도봉구,방학제3동,14
2019-07-22,서울특별시,서초구,내곡동,14
2019-07-22,서울특별시,성동구,마장동,14
2019-07-22,서울특별시,양천구,목5동,14
2019-07-22,서울특별시,종로구,청운효자동,14
2019-07-22,서울특별시,중랑구,면목제3.8동,14
2019-07-22,서울특별시,구로구,수궁동,13
2019-07-22,서울특별시,노원구,공릉1.3동,13
2019-07-22,서울특별시,노원구,상계3.4동,13
2019-07-22,서울특별시,노원구,중계4동,13
2019-07-22,서울특별시,동대문구,회기동,13
2019-07-22,서울특별시,동작구,상도제1동,13
2019-07-22,서울특별시,성북구,동선동,13
2019-07-22,서울특별시,강북구,송중동,12
2019-07-22,서울특별시,구로구,개봉제1동,12
2019-07-22,서울특별시,금천구,독산제1동,12
2019-07-22,서울특별시,도봉구,방학제1동,12
2019-07-22,서울특별시,성북구,길음제2동,12
2019-07-22,서울특별시,은평구,불광제1동,12
2019-07-22,서울특별시,종로구,교남동,12
2019-07-22,서울특별시,중랑구,묵제1동,12
2019-07-22,서울특별시,강남구,일원1동,11
2019-07-22,서울특별시,강남구,일원2동,11
2019-07-22,서울특별시,강북구,삼각산동,11
2019-07-22,서울특별시,강북구,수유제1동,11
2019-07-22,서울특별시,광진구,중곡제2동,11
2019-07-22,서울특별시,구로구,구로제2동,11
2019-07-22,서울특별시,구로구,오류제2동,11
2019-07-22,서울특별시,노원구,월계1동,11
2019-07-22,서울특별시,노원구,중계1동,11
2019-07-23,서울특별시,노원구,상계6.7동,91
2019-07-23,서울특별시,노원구,하계1동,90
2019-07-23,서울특별시,은평구,역촌동,69
2019-07-23,서울특별시,서대문구,신촌동,64
2019-07-23,서울특별시,마포구,성산제2동,62
2019-07-23,서울특별시,강북구,인수동,48
2019-07-23,서울특별시,강서구,방화제1동,43
2019-07-23,서울특별시,영등포구,영등포동,42
2019-07-23,서울특별시,강서구,등촌제3동,41
2019-07-23,서울특별시,서대문구,연희동,41
2019-07-23,서울특별시,광진구,구의제2동,39
2019-07-23,서울특별시,도봉구,도봉제2동,39
2019-07-23,서울특별시,종로구,이화동,39
2019-07-23,서울특별시,동작구,신대방제2동,37
2019-07-23,서울특별시,마포구,상암동,33
2019-07-23,서울특별시,중랑구,신내1동,32
2019-07-23,서울특별시,강서구,가양제2동,31
2019-07-23,서울특별시,양천구,신정3동,30
2019-07-23,서울특별시,송파구,풍납2동,29
2019-07-23,서울특별시,관악구,보라매동,28
2019-07-23,서울특별시,영등포구,여의동,28
2019-07-23,서울특별시,강동구,상일동,27
2019-07-23,서울특별시,양천구,신정6동,27
2019-07-23,서울특별시,은평구,구산동,27
2019-07-23,서울특별시,강남구,세곡동,26
2019-07-23,서울특별시,노원구,상계1동,26
2019-07-23,서울특별시,노원구,상계2동,26
2019-07-23,서울특별시,종로구,종로1.2.3.4가동,26
2019-07-23,서울특별시,강동구,고덕제1동,25
2019-07-23,서울특별시,노원구,중계2.3동,25
2019-07-23,서울특별시,영등포구,대림제3동,25
2019-07-23,서울특별시,노원구,월계2동,23
2019-07-23,서울특별시,동대문구,휘경제2동,22
2019-07-23,서울특별시,마포구,성산제1동,22
2019-07-23,서울특별시,강동구,둔촌제2동,21
2019-07-23,서울특별시,노원구,공릉1.3동,21
2019-07-23,서울특별시,노원구,월계3동,21
2019-07-23,서울특별시,강동구,길동,20
2019-07-23,서울특별시,도봉구,쌍문제3동,20
2019-07-23,서울특별시,송파구,가락본동,20
2019-07-23,서울특별시,강남구,수서동,19
2019-07-23,서울특별시,구로구,구로제5동,19
2019-07-23,서울특별시,구로구,오류제2동,19
2019-07-23,서울특별시,서초구,서초1동,19
2019-07-23,서울특별시,성북구,길음제1동,19
2019-07-23,서울특별시,강남구,도곡1동,18
2019-07-23,서울특별시,강동구,천호제2동,18
2019-07-23,서울특별시,강북구,번제2동,18
2019-07-23,서울특별시,강북구,번제3동,18
2019-07-23,서울특별시,구로구,개봉제1동,18
2019-07-23,서울특별시,금천구,독산제1동,18
2019-07-23,서울특별시,서초구,양재1동,18
2019-07-23,서울특별시,은평구,진관동,18
2019-07-23,서울특별시,강서구,가양제1동,17
2019-07-23,서울특별시,노원구,상계3.4동,17
2019-07-23,서울특별시,성동구,왕십리도선동,17
2019-07-23,서울특별시,성북구,월곡제2동,17
2019-07-23,서울특별시,은평구,응암제2동,17
2019-07-23,서울특별시,강서구,발산제1동,16
2019-07-23,서울특별시,구로구,구로제3동,16
2019-07-23,서울특별시,마포구,대흥동,16
2019-07-23,서울특별시,종로구,청운효자동,16
2019-07-23,서울특별시,강동구,강일동,15
2019-07-23,서울특별시,구로구,구로제2동,15
2019-07-23,서울특별시,서대문구,북아현동,15
2019-07-23,서울특별시,송파구,장지동,15
2019-07-23,서울특별시,중랑구,상봉제2동,15
2019-07-23,서울특별시,강남구,일원1동,14
2019-07-23,서울특별시,강남구,일원2동,14
2019-07-23,서울특별시,강북구,삼각산동,14
2019-07-23,서울특별시,양천구,목5동,14
2019-07-23,서울특별시,강남구,삼성1동,13
2019-07-23,서울특별시,강서구,우장산동,13
2019-07-23,서울특별시,노원구,중계1동,13
2019-07-23,서울특별시,도봉구,창제1동,13
2019-07-23,서울특별시,중랑구,망우본동,13
2019-07-23,서울특별시,강동구,명일제1동,12
2019-07-23,서울특별시,강북구,송중동,12
2019-07-23,서울특별시,광진구,구의제3동,12
2019-07-23,서울특별시,광진구,중곡제2동,12
2019-07-23,서울특별시,광진구,화양동,12
2019-07-23,서울특별시,서대문구,남가좌제2동,12
2019-07-23,서울특별시,서대문구,홍은제2동,12
2019-07-23,서울특별시,성북구,종암동,12
2019-07-23,서울특별시,송파구,오금동,12
2019-07-23,서울특별시,양천구,목1동,12
2019-07-23,서울특별시,용산구,효창동,12
2019-07-23,서울특별시,중랑구,상봉제1동,12
2019-07-23,서울특별시,강남구,일원본동,11
2019-07-23,서울특별시,강북구,수유제1동,11
2019-07-23,서울특별시,강서구,방화제2동,11
2019-07-23,서울특별시,강서구,염창동,11
2019-07-23,서울특별시,관악구,성현동,11
2019-07-23,서울특별시,노원구,하계2동,11
2019-07-23,서울특별시,도봉구,방학제3동,11
2019-07-23,서울특별시,동작구,흑석동,11
2019-07-23,서울특별시,마포구,망원제1동,11
2019-07-23,서울특별시,서초구,내곡동,11
2019-07-23,서울특별시,성북구,길음제2동,11
2019-07-23,서울특별시,성북구,안암동,11
2019-07-24,서울특별시,서대문구,신촌동,86
2019-07-24,서울특별시,노원구,상계6.7동,85
2019-07-24,서울특별시,은평구,역촌동,80
2019-07-24,서울특별시,노원구,하계1동,78
2019-07-24,서울특별시,마포구,성산제2동,66
2019-07-24,서울특별시,광진구,구의제2동,49
2019-07-24,서울특별시,동작구,신대방제2동,49
2019-07-24,서울특별시,강북구,인수동,46
2019-07-24,서울특별시,서대문구,연희동,46
2019-07-24,서울특별시,강서구,방화제1동,45
2019-07-24,서울특별시,도봉구,도봉제2동,42
2019-07-24,서울특별시,영등포구,영등포동,40
2019-07-24,서울특별시,종로구,이화동,40
2019-07-24,서울특별시,강서구,등촌제3동,39
2019-07-24,서울특별시,중랑구,신내1동,37
2019-07-24,서울특별시,마포구,상암동,36
2019-07-24,서울특별시,양천구,신정3동,32
2019-07-24,서울특별시,영등포구,여의동,32
2019-07-24,서울특별시,관악구,보라매동,30
2019-07-24,서울특별시,종로구,종로1.2.3.4가동,30
2019-07-24,서울특별시,은평구,구산동,29
2019-07-24,서울특별시,노원구,월계2동,27
2019-07-24,서울특별시,노원구,중계2.3동,27
2019-07-24,서울특별시,은평구,진관동,27
2019-07-24,서울특별시,서초구,서초1동,25
2019-07-24,서울특별시,송파구,풍납2동,24
2019-07-24,서울특별시,강동구,상일동,23
2019-07-24,서울특별시,양천구,신정6동,21
2019-07-24,서울특별시,강동구,둔촌제2동,20
2019-07-24,서울특별시,구로구,구로제5동,20
2019-07-24,서울특별시,동대문구,휘경제2동,20
2019-07-24,서울특별시,강남구,수서동,19
2019-07-24,서울특별시,강동구,고덕제1동,19
2019-07-24,서울특별시,강동구,길동,19
2019-07-24,서울특별시,강북구,번제3동,19
2019-07-24,서울특별시,강서구,가양제2동,19
2019-07-24,서울특별시,강서구,방화제2동,19
2019-07-24,서울특별시,노원구,상계1동,19
2019-07-24,서울특별시,성북구,길음제1동,19
2019-07-24,서울특별시,노원구,월계3동,18
2019-07-24,서울특별시,마포구,성산제1동,18
2019-07-24,서울특별시,성동구,왕십리도선동,18
2019-07-24,서울특별시,강남구,세곡동,17
2019-07-24,서울특별시,강동구,천호제2동,17
2019-07-24,서울특별시,노원구,상계2동,17
2019-07-24,서울특별시,성북구,월곡제2동,17
2019-07-24,서울특별시,송파구,장지동,17
2019-07-24,서울특별시,도봉구,방학제1동,16
2019-07-24,서울특별시,마포구,망원제1동,16
2019-07-24,서울특별시,성북구,안암동,16
2019-07-24,서울특별시,종로구,청운효자동,16
2019-07-24,서울특별시,강남구,역삼1동,15
2019-07-24,서울특별시,강동구,강일동,15
2019-07-24,서울특별시,강북구,번제2동,15
2019-07-24,서울특별시,구로구,오류제2동,15
2019-07-24,서울특별시,노원구,공릉1.3동,15
2019-07-24,서울특별시,마포구,대흥동,15
2019-07-24,서울특별시,서초구,양재1동,15
2019-07-24,서울특별시,송파구,가락본동,15
2019-07-24,서울특별시,양천구,신정4동,15
2019-07-24,서울특별시,강남구,일원본동,14
2019-07-24,서울특별시,강북구,삼각산동,14
2019-07-24,서울특별시,강서구,발산제1동,14
2019-07-24,서울특별시,성동구,마장동,14
2019-07-24,서울특별시,송파구,오금동,14
2019-07-24,서울특별시,중랑구,면목제3.8동,14
2019-07-24,서울특별시,중랑구,묵제1동,14
2019-07-24,서울특별시,강남구,도곡1동,13
2019-07-24,서울특별시,광진구,화양동,13
2019-07-24,서울특별시,구로구,고척제1동,13
2019-07-24,서울특별시,구로구,구로제3동,13
2019-07-24,서울특별시,금천구,독산제1동,13
2019-07-24,서울특별시,도봉구,쌍문제3동,13
2019-07-24,서울특별시,도봉구,창제1동,13
2019-07-24,서울특별시,마포구,서교동,13
2019-07-24,서울특별시,서초구,반포4동,13
2019-07-24,서울특별시,성북구,종암동,13
2019-07-24,서울특별시,은평구,응암제2동,13
2019-07-24,서울특별시,강북구,송중동,12
2019-07-24,서울특별시,강서구,가양제1동,12
2019-07-24,서울특별시,노원구,중계4동,12
2019-07-24,서울특별시,동대문구,회기동,12
2019-07-24,서울특별시,동작구,신대방제1동,12
2019-07-24,서울특별시,동작구,흑석동,12
2019-07-24,서울특별시,서대문구,북아현동,12
2019-07-24,서울특별시,서초구,내곡동,12
2019-07-24,서울특별시,은평구,불광제2동,12
2019-07-24,서울특별시,종로구,교남동,12
2019-07-24,서울특별시,구로구,구로제2동,11
2019-07-24,서울특별시,금천구,독산제3동,11
2019-07-24,서울특별시,노원구,상계3.4동,11
2019-07-24,서울특별시,노원구,중계1동,11
2019-07-24,서울특별시,동대문구,신설동,11
2019-07-24,서울특별시,서대문구,북가좌제2동,11
2019-07-24,서울특별시,서대문구,홍은제2동,11
2019-07-24,서울특별시,양천구,신정7동,11
2019-07-24,서울특별시,중랑구,망우본동,11
2019-07-24,서울특별시,광진구,구의제1동,10
2019-07-24,서울특별시,노원구,공릉2동,10
2019-07-24,서울특별시,동작구,상도제1동,10
2019-07-25,서울특별시,노원구,상계6.7동,90
2019-07-25,서울특별시,노원구,하계1동,75
2019-07-25,서울특별시,은평구,역촌동,75
2019-07-25,서울특별시,서대문구,신촌동,73
2019-07-25,서울특별시,마포구,성산제2동,65
2019-07-25,서울특별시,마포구,상암동,49
2019-07-25,서울특별시,서대문구,연희동,48
2019-07-25,서울특별시,광진구,구의제2동,45
2019-07-25,서울특별시,동작구,신대방제2동,45
2019-07-25,서울특별시,강서구,방화제1동,42
2019-07-25,서울특별시,강북구,인수동,38
2019-07-25,서울특별시,강서구,등촌제3동,38
2019-07-25,서울특별시,영등포구,영등포동,38
2019-07-25,서울특별시,강동구,상일동,36
2019-07-25,서울특별시,중랑구,신내1동,36
2019-07-25,서울특별시,강남구,세곡동,33
2019-07-25,서울특별시,강동구,둔촌제2동,33
2019-07-25,서울특별시,영등포구,여의동,32
2019-07-25,서울특별시,은평구,구산동,32
2019-07-25,서울특별시,노원구,월계2동,31
2019-07-25,서울특별시,송파구,풍납2동,31
2019-07-25,서울특별시,종로구,이화동,31
2019-07-25,서울특별시,강동구,고덕제1동,30
2019-07-25,서울특별시,도봉구,도봉제2동,30
2019-07-25,서울특별시,노원구,월계3동,29
2019-07-25,서울특별시,은평구,진관동,29
2019-07-25,서울특별시,종로구,종로1.2.3.4가동,29
2019-07-25,서울특별시,양천구,신정3동,28
2019-07-25,서울특별시,양천구,신정6동,28
2019-07-25,서울특별시,강서구,가양제2동,27
2019-07-25,서울특별시,관악구,보라매동,27
2019-07-25,서울특별시,성동구,왕십리도선동,26
2019-07-25,서울특별시,강북구,번제2동,25
2019-07-25,서울특별시,노원구,상계1동,25
2019-07-25,서울특별시,강남구,수서동,24
2019-07-25,서울특별시,강동구,천호제2동,22
2019-07-25,서울특별시,강서구,발산제1동,22
2019-07-25,서울특별시,구로구,구로제5동,21
2019-07-25,서울특별시,노원구,상계2동,21
2019-07-25,서울특별시,노원구,중계2.3동,21
2019-07-25,서울특별시,서초구,내곡동,21
2019-07-25,서울특별시,영등포구,대림제3동,21
2019-07-25,서울특별시,강동구,강일동,20
2019-07-25,서울특별시,강북구,번제3동,20
2019-07-25,서울특별시,서초구,반포4동,20
2019-07-25,서울특별시,강서구,방화제2동,19
2019-07-25,서울특별시,마포구,성산제1동,19
2019-07-25,서울특별시,서초구,서초1동,19
2019-07-25,서울특별시,동대문구,휘경제2동,18
2019-07-25,서울특별시,강동구,길동,17
2019-07-25,서울특별시,구로구,오류제2동,17
2019-07-25,서울특별시,금천구,독산제1동,17
2019-07-25,서울특별시,송파구,장지동,17
2019-07-25,서울특별시,강서구,가양제1동,16
2019-07-25,서울특별시,노원구,중계4동,16
2019-07-25,서울특별시,성북구,길음제1동,16
2019-07-25,서울특별시,강남구,도곡1동,15
2019-07-25,서울특별시,강북구,수유제2동,15
2019-07-25,서울특별시,노원구,공릉1.3동,15
2019-07-25,서울특별시,도봉구,창제1동,15
2019-07-25,서울특별시,마포구,망원제1동,15
2019-07-25,서울특별시,서초구,양재1동,15
2019-07-25,서울특별시,송파구,가락본동,15
2019-07-25,서울특별시,은평구,응암제1동,15
2019-07-25,서울특별시,중랑구,묵제1동,15
2019-07-25,서울특별시,중랑구,신내2동,15
2019-07-25,서울특별시,강서구,우장산동,14
2019-07-25,서울특별시,구로구,구로제2동,14
2019-07-25,서울특별시,서대문구,북아현동,14
2019-07-25,서울특별시,중랑구,망우본동,14
2019-07-25,서울특별시,강남구,일원2동,13
2019-07-25,서울특별시,강서구,염창동,13
2019-07-25,서울특별시,노원구,공릉2동,13
2019-07-25,서울특별시,도봉구,쌍문제3동,13
2019-07-25,서울특별시,동대문구,회기동,13
2019-07-25,서울특별시,성북구,종암동,13
2019-07-25,서울특별시,은평구,응암제2동,13
2019-07-25,서울특별시,종로구,청운효자동,13
2019-07-25,서울특별시,중랑구,면목제3.8동,13
2019-07-25,서울특별시,강남구,삼성1동,12
2019-07-25,서울특별시,강남구,일원1동,12
